2026-07-10 01:25:08,151 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 13:17:56,205 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:59,412 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:18:00,000 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:18:00,002 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:18:00,011 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:18:00,602 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:18:00,604 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:18:02,768 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:18:03,376 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:18:03,378 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:18:03,389 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:18:04,006 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:18:04,008 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:18:04,017 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:18:04,643 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:18:04,645 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:18:08,713 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:18:09,190 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:18:09,192 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:18:09,249 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:18:09,744 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:18:09,747 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:18:09,755 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:18:10,227 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:18:10,228 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:18:10,234 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:18:10,657 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:18:10,658 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:18:18,273 | INFO | __main__ | Application closed.
